bic	namep	rgn	ind	tnp	nnp	adr	prntbic	datein	pttype	srvcs	xchtype	uid	participantstatus	regn	cntrcd	account	regulationaccounttype	ck	accountcbrbic	accountstatus	englname	swbic	defaultswbic
043683002	ПУ БАНКА РОССИИ ВЛАДИМИРСКОЕ	36	443539	п	Рощинский	ул Факел Социализма, 21	042202001	1994-09-20	40	3	1	3683002000	PSAC										
044587002	Д-Т ПОЛЕВЫХ УЧРЕЖДЕНИЙ БАНКА РОССИИ	45	107016	г	Москва	ул Неглинная, 12	044537002	1994-01-20	15	3	1	4587002000	PSAC										
040881002	ПУ БАНКА РОССИИ ПРИАМУРСКОЕ	08	680038	г	Хабаровск 38		040507001	1994-01-20	40	3	1	0881002000	PSAC										
042299002	ПУ БАНКА РОССИИ ПОТСДАМСКОЕ	22	606083	п	Мулино		042202001	1995-07-27	40	3	1	2299002000	PSAC										
044782002	ПУ БАНКА РОССИИ ЗАПАДНОЕ	47	184310	г	Заозёрск	ул Генерала Чумаченко, 4	044030001	1994-01-20	40	3	1	4782002000	PSAC										
041122002	ПУ БАНКА РОССИИ ОКТЯБРЬСКОЕ	11	164182	г	Мирный 12		044030001	1994-01-20	40	3	1	1122002000	PSAC										
047162000	РКЦ ХАНТЫ-МАНСИЙСК	71	628011	г	Ханты-Мансийск	ул Комсомольская, 47	047102001	1994-01-20	10	3	1	7162000000	PSAC										
041081002	ПУ БАНКА РОССИИ МАГИСТРАЛЬНОЕ	10	676850	г	Белогорск	ул Кирова, 93	040507001	1994-01-20	40	3	1	1081002000	PSAC										
044715002	ПУ БАНКА РОССИИ ПЕЧЕНГСКОЕ	47	184410	пгт	Печенга		044030001	1994-05-30	40	3	1	4715002000	PSAC										
044780002	ПУ БАНКА РОССИИ НАХИМОВСКОЕ	47	183017	г	Мурманск	ул Чумбарова-Лучинского, 14	044030001	1994-01-20	40	3	1	4780002000	PSAC										
044781002	ПУ БАНКА РОССИИ СЕВЕРНОЕ	47	184372	пгт	Видяево		044030001	1994-01-20	40	3	1	4781002000	PSAC										
045385002	ПУ БАНКА РОССИИ АЛЕКСАНДРОВСКОЕ	53	461132	с	Тоцкое Второе		046577001	1994-01-20	40	3	1	5385002000	PSAC										
045386002	ПУ БАНКА РОССИИ КУСТОВОЕ	53	462770	г	Ясный		046577001	1994-01-20	40	3	1	5386002000	PSAC										
044125002	ПУ БАНКА РОССИИ СЕРТОЛОВСКОЕ	41	188650	г	Сертолово		044030001	1994-05-30	40	3	1	4125002000	PSAC										
040507001	ДАЛЬНЕВОСТОЧНОЕ ГУ БАНКА РОССИИ	05	690990	г	Владивосток	ул Светланская, 71		1994-01-20	00	3	1	0507001000	PSAC										
047182000	РКЦ САЛЕХАРД	71	629007	г	Салехард	ул Ленина, 51	047102001	1994-01-20	10	3	1	7182000000	PSAC										
042980002	ПУ БАНКА РОССИИ ГАГАРИНСКОЕ	29	249720	г	Козельск 5		044525000	1994-01-20	40	3	1	2980002000	PSAC										
047516000	РКЦ МАГНИТОГОРСК	75	455002	г	Магнитогорск	ул Кирова, 78	047501001	1994-01-20	10	3	1	7516000000	PSAC										
041236002	ПУ БАНКА РОССИИ ФАБРИЧНОЕ	12	416507	г	Ахтубинск		040349001	1994-01-20	40	3	1	1236002000	PSAC										
041280002	ПУ БАНКА РОССИИ ЦИОЛКОВСКОЕ	12	416500	г	Знаменск		040349001	1994-01-20	40	3	1	1280002000	PSAC										
044681002	ПУ БАНКА РОССИИ КРЫЛАТСКОЕ	46	141100	г	Щёлково 10		044525000	1994-01-20	40	3	1	4681002000	PSAC										
040397002	ПУ БАНКА РОССИИ ЦЕМЕССКОЕ	03	353912	г	Новороссийск 12	ул Тобольского, 3	040349001	1994-01-20	40	3	1	0397002000	PSAC										
048182002	ПУ БАНКА РОССИИ СТЕПНОЕ	81	671840	г	Кяхта	ул Банзарова, 22 А	045004001	1994-01-20	40	3	1	8182002000	PSAC										
048880002	ПУ БАНКА РОССИИ КРАСНОГВАРДЕЙСКОЕ	88	424045	г	Йошкар-Ола 45	ул Коммунистическая, 32	042202001	1994-01-20	40	3	1	8880002000	PSAC										
043209000	РКЦ НОВОКУЗНЕЦК	32	654005	г	Новокузнецк	ул Орджоникидзе, 8	043207001	1994-01-20	10	3	1	3209000000	PSAC										
047686002	ПУ БАНКА РОССИИ ЛЕНИНСКОЕ	76	672900	п	Горный		045004001	1994-01-20	40	3	1	7686002000	PSAC										
046080002	ПУ БАНКА РОССИИ ДОНСКОЕ	60	344016	г	Ростов-на-Дону	ул Никулиной, 3	040349001	1994-01-20	40	3	1	6080002000	PSAC										
049082100	УФК по Республике Северная Осетия -Алания	90	362008	г	Владикавказ	ул Коцоева, 24		2013-05-22	52	3	1	9082002001	PSAC		RU	40116810400000010002	TRSA	99	049082002	ACAC			
044588100	Межрегиональное операционное УФК 	45	109240	г	Москва	ул В. Радищевская, 11, стр 1		2013-05-28	52	1	1	4588002003	PSAC		RU	40116810600000010008	TRSA	99	044588002	ACAC			
048140100	УФК по Республике Бурятия 	81	670000	г	Улан-Удэ	ул Ермаковская, 12		2014-04-01	52	3	1	8140002001	PSAC		RU	40116810881400010001	TRSA	99	048140002	ACAC			
041806745	Урюпинский филиал ПАО КБ "Сельмашбанк"	18	403112	г	Урюпинск	ул. Штеменко, 47/3	046015860	2018-09-26	30	3	1	1806745000	PSAC	106/8	RU	30101810518060000745	CRSA	94	041806001	ACAC			
040021002	ПУ БАНКА РОССИИ N 83604	00	083604			 П/П 83604	044525000	1994-02-17	40	3	1	0021002000	PSAC										
046482002	ПУ БАНКА РОССИИ ОСТРОВНОЕ	64	694534	с	Горячие Ключи		040507001	1994-01-20	40	3	1	6482002000	PSAC										
045004001	СИБИРСКОЕ ГУ БАНКА РОССИИ	50	630099	г	Новосибирск	Красный пр-т, 27		1994-01-20	00	3	1	5004001000	PSAC										
044785002	ПУ БАНКА РОССИИ ПОЛЯРНОЕ	47	184650	г	Полярный	ул Гандюхина, 6	044030001	1994-01-20	40	3	1	4785002000	PSAC										
047186000	РКЦ НАДЫМ	71	629730	г	Надым	ул Зверева, 10	047102001	1994-01-20	10	3	1	7186000000	PSAC										
040508000	РКЦ УССУРИЙСК	05	692525	г	Уссурийск	ул Некрасова, 102	040507001	1994-01-20	10	3	1	0508000000	PSAC										
040031002	ПУ БАНКА РОССИИ N 83524	00	083524			 П/П 83524	044525000	1994-01-20	40	3	1	0031002000	PSAC										
040037002	ПУ БАНКА РОССИИ N 25631	00	468320	г	Байконур	 П/П 25631	044525000	1994-01-20	40	3	1	0037002000	PSAC										
040012002	ПУ БАНКА РОССИИ N 03148	00	003148			 П/П 03148	044525000	1994-01-20	40	3	1	0012002000	PSAC										
040041002	ПУ БАНКА РОССИИ N 10513	00	010513			 П/П 10513	044525000	1994-01-20	40	3	1	0041002000	PSAC										
042780002	ПУ БАНКА РОССИИ БАЛТИЙСКОЕ	27	236010	г	Калининград	ул Тенистая Аллея, 73 А	044030001	1994-01-20	40	3	1	2780002000	PSAC										
042784002	ПУ БАНКА РОССИИ ЛАЗУРНОЕ	27	238520	г	Балтийск	Водолазный пер, 1	044030001	1994-01-20	40	3	1	2784002000	PSAC										
040047002	ПУ БАНКА РОССИИ N 64106	00	064106			 П/П 64106	044525000	1994-01-20	40	3	1	0047002000	PSAC										
040181002	ПУ БАНКА РОССИИ ШОЛОХОВСКОЕ	01	658076	п	Сибирский		045004001	1994-01-20	40	3	1	0181002000	PSAC										
044525000	ГУ БАНКА РОССИИ ПО ЦФО	45	115035	г	Москва 35	ул Балчуг, 2		1998-03-10	00	3	1	4525000000	PSAC										
046380002	ПУ БАНКА РОССИИ ВОЛЖСКОЕ	63	412163	п	Светлый		042202001	1994-01-20	40	3	1	6380002000	PSAC										
044584002	ПУ БАНКА РОССИИ ОСТОЖЕНСКОЕ	45	119034	г	Москва	Лопухинский пер, 4	044525000	1994-01-20	40	3	1	4584002000	PSAC										
040703101	УФК по Ставропольскому краю	07	355031	г	Ставрополь	ул Партизанская, 1 В		2013-01-23	52	3	0	0703101000	PSAC		RU	40116810600000010001	TRSA	99	040703002	ACAC			
043209706	"БСТ-БАНК" АО	32	654041	г	Новокузнецк	ул Кутузова, 31		1994-07-05	20	3	1	3209706000	PSAC	2883	RU	30101810000000000706	CRSA	08	043209000	ACAC			
040396055	НАЦИОНАЛЬНЫЙ БАНК РЕСПУБЛИКИ АБХАЗИЯ	03	384900	г	Сухум	пр-т Леона, 14		2012-03-23	20	1	1	0396055000	PSAC		AB	30111810000000000055	CRSA	08	040396000	ACAC			
043081002	ПУ БАНКА РОССИИ АВАЧИНСКОЕ	30	684090	г	Вилючинск	мкр-н Центральный д. 5	040507001	1994-01-20	40	3	1	3081002000	PSAC										
044525082	КБ "РБА" (ООО)	45	119049	г	Москва	Ленинский проспект, дом 11, строение 3		2016-06-08	20	3	1	4525082000	PSAC	3413	RU	30101810545250000082	CRSA	17	044525000	ACAC	Commercial bank "RBA" (Limited Liability Company) (CB "RBA" (LLC))	IRBARU22XXX	1
044525200	Московский филиал ПАО "МЕТКОМБАНК"	45	117452	г	Москва	Балаклавский проспект, дом 28 "В", строение "Б"	046577881	2015-09-14	30	3	1	4525200000	PSAC	2443/1	RU	30101810945250000200	CRSA	05	044525000	ACAC	the Moscow branch of Public Joint-Stock Company METKOMBANK (the Moscow branch of PJSC METKOMBANK)	MTKCRUMMXXX	1
044525606	Московский филиал АО Банк "ПСКБ"	45	105005	г	Москва	ул. Бакунинская, д. 17/28	044030852	2015-09-11	30	3	1	4525606000	PSAC	2551/1	RU	30101810345250000606	CRSA	62	044525000	ACAC		PSOCRUA1MOS	1
044525683	ООО КБ "Столичный Кредит"	45	105005	г	Москва	ул. Бауманская, д. 54, стр. 1		2010-02-09	20	3	1	4525683000	PSAC	2853	RU	30101810000000000683	CRSA	50	044525000	ACAC	Commercial Bank "Capital Kredit", Ltd ("Capital Kredit", Ltd)	CINGRUMMXXX	1
044525451	Банк "РЕСО Кредит" (АО)	45	119285	г	Москва	Воробьёвское шоссе, дом 6		2015-09-16	20	5	1	4525451000	PSAC	3450	RU	30101810545250000451	CRSA	52	044525000	ACAC	Bank RESO Credit	RETLRUMMXXX	1
044525278	АО "НК Банк"	45	125047	г	Москва	Миусская площадь, дом 2		2015-09-09	20	5	1	4525278000	PSAC	2755	RU	30101810045250000278	CRSA	91	044525000	ACAC	NK Bank (joint stock company) (NK Bank)	NASPRUMMXXX	1
044525125	ООО РНКО "Металлург"	45	117292	г	Москва	ул. Ивана Бабушкина, д.16А		2021-05-26	20	3	1	4525125000	PSAC	2877-К	RU	30103810345250000125	CRSA	19	044525000	ACAC			
044525984	АО Банк "Развитие-Столица"	45	105064	г	Москва	Нижний Сусальный переулок, дом 5, строение 15		2000-06-27	20	5	1	4525984000	PSAC	3013	RU	30101810000000000984	CRSA	52	044525000	ACAC	Development Capital Bank	VIZIRUMMXXX	1
044525646	НКО НКЦ (АО)	45	125009	г	Москва	Большой Кисловский переулок, дом 13		2017-12-05	20	3	1	4525646000	PSAC	3466-ЦК	RU	30103810345250000646	CRSA	65	044525000	ACAC	Central Counterparty National Clearing Centre (CCP NCC)	NCCBRUMMXXX	1
044525800	АО БАНК "МОСКВА-СИТИ"	45	115114	г	Москва	2-й Кожевнический пер., д. 7		2015-09-16	20	5	1	4525800000	PSAC	3247	RU	30101810345250000800	CRSA	62	044525000	ACAC	"MOSCOW-CITY" BANK	MOCSRUM1	1
044525361	АО "Эм-Ю-Эф-Джи Банк (Евразия)"	45	125009	г	Москва	Романов пер., 4, стр.2		2006-09-28	20	3	1	4525361000	PSAC	3465	RU	30101810500000000361	CRSA	09	044525000	ACAC	Joint Stock Company MUFG Bank (Eurasia) (AO MUFG Bank (Eurasia))	BOTKRUMMXXX	1
044525435	КБ "Максима" (ООО)	45	105118	г	Москва	улица Вольная, дом 13		2015-09-04	20	3	1	4525435000	PSAC	3379	RU	30101810545250000435	CRSA	10	044525000	ACAC			
046015066	Ф-Л АО АКБ "НОВИКОМБАНК" В Г.РОСТОВЕ-НА-ДОНУ	60	344002	г	Ростов-на-Дону	улица Красноармейская, здание 170 строение 7	044525162	2017-10-09	30	3	1	6015066000	PSAC	2546/2	RU	30101810060150000066	CRSA	70	046015001	ACAC			
044525901	АО КБ "Соколовский"	45	121108	г	Москва	ул. Ивана Франко, д. 8		2015-09-23	20	3	1	4525901000	PSAC	2830	RU	30101810545250000901	CRSA	45	044525000	ACAC			
044525412	ПАО КБ "РусьРегионБанк"	45	108814	г	Москва	поселение Сосенское, Калужское шоссе, 24-й км, дом 1, стр. 1, помещение 2Н/9		2016-05-11	20	3	1	4525412000	PSAC	685	RU	30101810445250000412	CRSA	24	044525000	ACAC	CB 'RUSREGIONBANK' JSC.	RRBKRU22XXX	1
046015211	РОСТОВСКИЙ РФ АО "РОССЕЛЬХОЗБАНК"	60	344082	г	Ростов-на-Дону	пр-кт Буденновский, д.37	044525111	2000-10-19	30	3	1	6015211000	PSAC	3349/7	RU	30101810800000000211	CRSA	04	046015001	ACAC			
044594002	ПУ БАНКА РОССИИ ПРИГОРОДНОЕ	45	143210	г	Можайск-3	Московская область, Можайский городской округ, деревня Знаменка, территория Можайск-3, улица Космонавтов, д.21	044525000	2014-01-01	40	3	1	4594002000	PSAC										
048327710	КАБАРДИНО-БАЛКАРСКИЙ РФ АО "РОССЕЛЬХОЗБАНК"	83	360030	г	Нальчик	пр-т Кулиева, 10 А	044525111	2001-07-13	30	3	1	8327710000	PSAC	3349/44	RU	30101810100000000710	CRSA	79	048327001	ACAC			
047102658	КБ "СТРОЙЛЕСБАНК" (ООО)	71	625000	г	Тюмень	ул Республики, 65		2008-02-29	20	5	1	7102658000	PSAC	2995	RU	30101810900000000658	CRSA	60	047102001	ACAC			
041126002	ПУ БАНКА РОССИИ ЛЕНИНСКОЕ	11	163055	рп	Белушья Губа	Архангельская обл., г.о. Новая Земля, рп Белушья Губа, ул. Фомина, д. 4	044030001	1994-01-20	40	3	1	1126002000	PSAC										
041980002	ПУ БАНКА РОССИИ ПОЙМИНСКОЕ	19	160020	нп	Вологда 20	Вологодская обл., м. р-н. Шекснинский, с.п. Угольское, нп Вологда 20, ул. Кутузова, д. 14	044030001	1994-01-20	40	3	1	1980002000	PSAC										
041580002	ПУ БАНКА РОССИИ ПРОЛЕТАРСКОЕ	15	242725	г	Брянск	пр-кт Ленина, д.62	044525000	1994-01-20	40	3	1	1580002000	PSAC										
100070047	ООО МДО "Эмин Сармоя"	00	734064	город	Душанбе	Улица Б. Гафурова, Дом 21		2024-04-17	71	6	0	1000000047	PSAC		TJ								
042748634	КАЛИНИНГРАДСКОЕ ОТДЕЛЕНИЕ N8626 ПАО СБЕРБАНК	27	236006	г	Калининград	ул. В.Гюго, зд. 1, корп. 1	044525225	1996-10-23	30	3	1	2748634000	PSAC	1481/463	RU	30101810100000000634	CRSA	62	042748001	ACAC	SBERBANK (SEVERO-ZAPADNY HEAD OFFICE) KALININGRAD BRANCH	SABRRU2P920	1
046850649	ТАМБОВСКОЕ ОТДЕЛЕНИЕ N8594 ПАО СБЕРБАНК	68	392036	г	Тамбов	ул Карла Маркса, 130	044525225	1994-11-03	30	3	1	6850649000	PSAC	1481/1449	RU	30101810800000000649	CRSA	46	046850001	ACAC			
047516949	БАНК "КУБ" (АО)	75	455044	г	Магнитогорск	ул Гагарина, 17		1998-12-18	20	5	1	7516949000	PSAC	2584	RU	30101810700000000949	CRSA	12	047516000	ACAC	"Credit Ural Bank" Joint Stock Company, ("CUB" JSC)	CRDURU4CXXX	1
044030747	АО "СЭБ БАНК"	40	195009	г	Санкт-Петербург	ул Михайлова, 11		2003-05-26	20	3	1	4030747000	PSAC	3235	RU	30101810500000000747	CRSA	16	044030001	ACAC	SEB Bank	SEBPRU2PXXX	1
044030904	ООО БАНК ОРАНЖЕВЫЙ	40	190013	г	Санкт-Петербург	ул. Рузовская, д. 16, лит. А, пом. 13-Н		2009-08-03	20	5	1	4030904000	PSAC	1659	RU	30101810000000000904	CRSA	24	044030001	ACAC	BANK ORANGE (LLC)	PRSBRU2PXXX	1
042809953	АО "Банк "Торжок"	28	172002	г	Торжок	пл Ананьина, 3		2015-11-12	20	3	1	2809953000	PSAC	933	RU	30101810928090000953	CRSA	52	042809001	ACAC			
046850713	ТАМБОВСКИЙ РФ АО "РОССЕЛЬХОЗБАНК"	68	392000	г	Тамбов	ул Максима Горького, 20	044525111	2000-10-16	30	3	1	6850713000	PSAC	3349/2	RU	30101810600000000713	CRSA	96	046850001	ACAC			
042809903	филиал "ОРБИТА" АО "Банк "Торжок"	28	170005	г	Тверь	ул Мусоргского, 12	042809953	1999-02-24	30	3	1	2809903000	PSAC	933/1	RU	30101810900000000903	CRSA	79	042809001	ACAC			
046311755	ООО БАНК "САРАТОВ"	63	410071	г	Саратов	ул Шелковичная, 177		1998-01-01	20	5	1	6311755000	PSAC	330	RU	30101810300000000755	CRSA	76	046311001	ACAC			
044030877	Таврический Банк (АО)	40	191014	г	Санкт-Петербург	ул. Радищева, д. 39, литер А		1997-12-31	20	5	1	4030877000	PSAC	2304	RU	30101810700000000877	CRSA	63	044030001	ACAC	Tavrichesky Bank (joint-stock company) (Tavrichesky Bank (JSC))	TAVRRU2PXXX	1
044030869	АО "КАБ "ВИКИНГ"	40	191002	г	Санкт-Петербург	пр-кт Владимирский, д. 17, литера А		1997-12-31	20	3	1	4030869000	PSAC	2	RU	30101810200000000869	CRSA	38	044030001	ACAC	Vikingbank	VKNGRU2P	1
042809795	ТВЕРСКОЙ РФ АО "РОССЕЛЬХОЗБАНК"	28	170006	г	Тверь	ул Дмитрия Донского, 37	044525111	2001-01-15	30	3	1	2809795000	PSAC	3349/19	RU	30101810600000000795	CRSA	55	042809001	ACAC			
046126793	РЯЗАНСКИЙ РФ АО "РОССЕЛЬХОЗБАНК"	61	390000	г	Рязань	ул Свободы, 58	044525111	2002-09-02	30	3	1	6126793000	PSAC	3349/58	RU	30101810900000000793	CRSA	41	046126001	ACAC			
040173745	"СИБСОЦБАНК" ООО	01	656049	г	Барнаул	пр-т Ленина, 61 А		1992-09-10	20	5	1	0173745000	PSAC	2015	RU	30101810800000000745	CRSA	65	040173001	ACAC	"SIBSOCBANK" Ltd	SISNRU55XXX	1
045773897	ПЕРМСКИЙ РФ АО "РОССЕЛЬХОЗБАНК"	57	614000	г	Пермь	ул Ленина, 50	044525111	2008-03-05	30	3	1	5773897000	PSAC	3349/76	RU	30101810800000000897	CRSA	06	045773001	ACAC			
045773712	ПЕРМСКИЙ Ф-Л ПАО АКБ "МЕТАЛЛИНВЕСТБАНК"	57	614007	г	Пермь	ул Н. Островского, 59/1	044525176	2010-05-31	30	3	1	5773712000	PSAC	2440/6	RU	30101810600000000712	CRSA	45	045773001	ACAC			
047169777	АО КБ "ПРИОБЬЕ"	71	628616	г	Нижневартовск	пр-т Победы, 18 А		1991-03-19	20	3	1	7169777000	PSAC	537	RU	30101810800000000777	CRSA	47	047169000	ACAC			
047169742	АО БАНК "ЕРМАК"	71	628624	г	Нижневартовск	ул Мира, 68		1992-03-16	20	3	1	7169742000	PSAC	1809	RU	30101810000000000742	CRSA	53	047169000	ACAC			
045209673	ОМСКОЕ ОТДЕЛЕНИЕ N 8634 ПАО СБЕРБАНК	52	644024	г	Омск	ул Маршала Жукова, 4, к 1	044525225	1993-03-17	30	3	1	5209673000	PSAC	1481/1009	RU	30101810900000000673	CRSA	03	045209001	ACAC			
046577409	ЕКАТЕРИНБУРГСКИЙ ФИЛИАЛ БАНКА "ВЯТИЧ" (ПАО)	65	620014	г	Екатеринбург	Банковский пер, 9 А	046126701	2015-10-06	30	3	1	6577409000	PSAC	2796/1	RU	30101810665770000409	CRSA	12	046577001	ACAC			
049514608	АБАКАНСКОЕ ОТДЕЛЕНИЕ  N8602 ПАО СБЕРБАНК	95	655017	г	Абакан	ул. Пушкина, д. 165, стр. 1, помещ. 2Н	044525225	2001-01-03	30	3	1	9514608000	PSAC	1481/1662	RU	30101810500000000608	CRSA	70	049514001	ACAC			
047308602	УЛЬЯНОВСКОЕ ОТДЕЛЕНИЕ N8588 ПАО СБЕРБАНК	73	432017	г	Ульяновск	ул Гончарова, 40 А	044525225	1991-02-21	30	3	1	7308602000	PSAC	1481/1639	RU	30101810000000000602	CRSA	56	047308001	ACAC			
047308897	УЛЬЯНОВСКИЙ РФ АО "РОССЕЛЬХОЗБАНК"	73	432017	г	Ульяновск	ул Минаева, 15, Секция 1	044525111	2005-07-14	30	3	1	7308897000	PSAC	3349/65	RU	30101810200000000897	CRSA	39	047308001	ACAC			
040813864	ХАБАРОВСКИЙ ФИЛИАЛ АКБ "БЭНК ОФ ЧАЙНА"(АО)	08	680000	г	Хабаровск	ул Московская, 9	044525213	2012-06-09	30	3	1	0813864000	PSAC	2309/1	RU	30101810800000000864	CRSA	42	040813001	ACAC	BANK OF CHINA (RUSSIA) (KHABAROVSK)	BKCHRUMMKHB	1
046577781	АО "ВУЗ-БАНК"	65	620063	г	Екатеринбург	ул 8 Марта, 51, этаж 10, кабинет 8.1		1991-09-17	20	5	1	6577781000	PSAC	1557	RU	30101810600000000781	CRSA	73	046577001	ACAC			
044525070	ООО НКО "Расчетные Решения"	45	119285	г	Москва	муниципальный округ Раменки вн.тер.г., МЖД Киевское 5-й км, д.1, стр.1, этаж 4, пом.23/4		2016-05-11	20	5	1	4525070000	PSAC	3524-К	RU	30103810445250000070	CRSA	67	044525000	ACAC			
048327741	БАНК "НАЛЬЧИК" ООО	83	360051	г	Нальчик	ул Толстого, 77		1998-01-01	20	3	1	8327741000	PSAC	695	RU	30101810700000000741	CRSA	90	048327001	ACAC			
047308813	АО БАНК "ВЕНЕЦ"	73	432071	г	Ульяновск	ул Марата, 19		1991-05-23	20	5	1	7308813000	PSAC	524	RU	30101810200000000813	CRSA	61	047308001	ACAC	Bank VENETS	VEJSRU2UXXX	1
042520700	ИРКУТСКИЙ РФ АО "РОССЕЛЬХОЗБАНК"	25	664025	г	Иркутск	ул Сурикова, 21	044525111	2005-11-17	30	3	1	2520700000	PSAC	3349/66	RU	30101810700000000700	CRSA	78	042520001	ACAC			
041501601	БРЯНСКОЕ ОТДЕЛЕНИЕ N8605 ПАО СБЕРБАНК	15	241050	г	Брянск	пр-т Ленина, 10 Б	044525225	1995-02-15	30	3	1	1501601000	PSAC	1481/207	RU	30101810400000000601	CRSA	94	041501001	ACAC			
042202799	НИЖЕГОРОДСКИЙ ФИЛИАЛ АО ЮНИКРЕДИТ БАНКА	22	603134	г	Нижний Новгород	ул Костина, 20	044525545	2007-06-05	30	3	1	2202799000	PSAC	1/9	RU	30101810500000000799	CRSA	25	042202001	ACAC			
044030702	АО "СИТИ ИНВЕСТ БАНК"	40	191187	г	Санкт-Петербург	ул Шпалерная, 2/4 лит А		1997-12-31	20	3	1	4030702000	PSAC	3194	RU	30101810600000000702	CRSA	66	044030001	ACAC	Joint-stock bank "City Invest Bank"	CITVRU2P	1
044030705	ПАО "БАЛТИНВЕСТБАНК"	40	197101	г	Санкт-Петербург	ул Дивенская, 1 лит А		1997-12-31	20	3	1	4030705000	PSAC	3176	RU	30101810500000000705	CRSA	27	044030001	ACAC	PJSC BALTINVESTBANK	UNEBRU2PXXX	1
042007709	ВОРОНЕЖСКИЙ ФИЛИАЛ АО ЮНИКРЕДИТ БАНКА	20	394036	г	Воронеж	ул Комиссаржевской, 13	044525545	2005-12-29	30	3	1	2007709000	PSAC	1/6	RU	30101810100000000709	CRSA	22	042007001	ACAC			
042202717	ФИЛИАЛ №10 ПАО КБ "ЦЕНТР-ИНВЕСТ"	22	603003	г	Нижний Новгород	ул. Коминтерна, д.139, пом. П4	046015762	2017-12-18	30	3	1	2202717000	PSAC	2225/10	RU	30101810122020000717	CRSA	33	042202001	ACAC			
046311722	АО "ЭКОНОМБАНК"	63	410031	г	Саратов	ул Радищева, 28		1998-01-01	20	5	1	6311722000	PSAC	1319	RU	30101810100000000722	CRSA	29	046311001	ACAC			
045209822	ОМСКИЙ РФ АО "РОССЕЛЬХОЗБАНК"	52	644099	г	Омск	ул Фрунзе, 52	044525111	2000-10-25	30	3	1	5209822000	PSAC	3349/9	RU	30101810900000000822	CRSA	91	045209001	ACAC			
044525051	ГК "АСВ", АСВ.РФ	45	109240	г	Москва	ул. Высоцкого, д.4		2015-12-29	20	3	1	4525051000	PSAC		RU	30127810945250000051	CRSA	46	044525000	ACAC			
044525860	"Республиканский Кредитный Альянс" ООО	45	109004	г	Москва	ул. Воронцовская, д. 13/14, стр. 1		2015-09-22	20	3	1	4525860000	PSAC	3017	RU	30101810945250000860	CRSA	40	044525000	ACAC	Commercial bank "Republic Credit Alliance" ("Republic Credit Alliance")	RCACRUMMXXX	1
044525701	РНКО "ВК Платёжные решения" (ООО)	45	125167	г	Москва	Ленинградский проспект, дом 39, строение 79		2016-05-30	20	5	1	4525701000	PSAC	3511-К	RU	30103810345250000701	CRSA	76	044525000	ACAC			
046311843	САРАТОВСКИЙ РФ АО "РОССЕЛЬХОЗБАНК"	63	410003	г	Саратов	ул им. Радищева А.Н., 65/2	044525111	2002-03-14	30	3	1	6311843000	PSAC	3349/52	RU	30101810500000000843	CRSA	37	046311001	ACAC			
046311887	САРАТОВСКИЙ ФИЛИАЛ ПАО "МЕТКОМБАНК"	63	410002	г	Саратов	ул им. Мичурина И.В., 150/154	046577881	2015-01-27	30	3	1	6311887000	PSAC	2443/6	RU	30101810663110000887	CRSA	73	046311001	ACAC			
042202891	ФИЛИАЛ АКБ "СЛАВИЯ" (АО) В Г. НИЖНИЙ НОВГОРОД	22	603155	г	Нижний Новгород	ул. Минина, дом 19/6	044525318	2011-08-02	30	3	1	2202891000	PSAC	2664/4	RU	30101810000000000891	CRSA	20	042202001	ACAC			
042202886	НИЖЕГОРОДСКИЙ Ф-Л ПАО АКБ "МЕТАЛЛИНВЕСТБАНК"	22	603005	г	Нижний Новгород	ул Минина, 16 А	044525176	2009-04-01	30	3	1	2202886000	PSAC	2440/5	RU	30101810400000000886	CRSA	61	042202001	ACAC			
046311890	АО "БАЛАКОВО-БАНК"	63	413857	г	Балаково	ул Факел Социализма, 21		2018-05-03	20	3	1	6311890000	PSAC	444	RU	30101810022026311890	CRSA	60	046311001	ACAC			
046126614	РЯЗАНСКОЕ ОТДЕЛЕНИЕ N 8606 ПАО СБЕРБАНК	61	390000	г	Рязань	ул Пожалостина, 19	044525225	1997-06-13	30	3	1	6126614000	PSAC	1481/1246	RU	30101810500000000614	CRSA	02	046126001	ACAC			
042007811	ВОРОНЕЖСКИЙ РФ АО "РОССЕЛЬХОЗБАНК"	20	394016	г	Воронеж	Московский пр-т, 19 Б	044525111	2000-11-23	30	3	1	2007811000	PSAC	3349/14	RU	30101810700000000811	CRSA	86	042007001	ACAC			
046126701	БАНК "ВЯТИЧ" (ПАО)	61	390046	г	Рязань	ул Введенская, 110		1995-12-19	20	3	1	6126701000	PSAC	2796	RU	30101810400000000701	CRSA	38	046126001	ACAC			
043807798	КУРСКИЙ РФ АО "РОССЕЛЬХОЗБАНК"	38	305004	г	Курск	ул Садовая, 12	044525111	2001-04-27	30	3	1	3807798000	PSAC	3349/32	RU	30101810700000000798	CRSA	90	043807001	ACAC			
041501747	БРЯНСКИЙ РФ АО "РОССЕЛЬХОЗБАНК"	15	241050	г	Брянск	пр-т Ленина, 23	044525111	2006-10-11	30	3	1	1501747000	PSAC	3349/69	RU	30101810500000000747	CRSA	27	041501001	ACAC			
041909707	"СЕВЕРСТРОЙБАНК" АО	19	160009	г	Вологда	ул Мальцева, 52		2012-04-06	20	3	1	1909707000	PSAC	3507	RU	30101810300000000707	CRSA	22	041909001	ACAC			
