bic	namep	rgn	ind	tnp	nnp	adr	prntbic	datein	pttype	srvcs	xchtype	uid	participantstatus	regn	cntrcd	account	regulationaccounttype	ck	accountcbrbic	accountstatus	englname	swbic	defaultswbic
049205795	ООО "АвтоКредитБанк"	92	420081	г	Казань	пр-т Альберта Камалеева, 16 А		2000-04-18	20	3	1	9205795000	PSAC	1973	RU	30101810000000000795	CRSA	43	049205001	ACAC			
049205919	ООО "АЛТЫНБАНК"	92	420124	г	Казань	ул Фатыха Амирхана, 15		2000-06-02	20	3	1	9205919000	PSAC	2070	RU	30101810200000000919	CRSA	50	049205001	ACAC			
049205702	Филиал "Приволжский" ПАО Банк ЗЕНИТ	92	420111	г	Казань	ул Тельмана, 21-1	044525272	2004-08-26	30	3	1	9205702000	PSAC	3255/9	RU	30101810200000000702	CRSA	26	049205001	ACAC			
043601777	САМАРСКИЙ ФИЛИАЛ АО ЮНИКРЕДИТ БАНКА	36	443010	г	Самара	ул. Чапаевская/Красноармейская, д.178/12	044525545	2006-04-14	30	3	1	3601777000	PSAC	1/7	RU	30101810800000000777	CRSA	14	043601001	ACAC			
043807606	КУРСКОЕ ОТДЕЛЕНИЕ N8596 ПАО СБЕРБАНК	38	305004	г	Курск	ул Ленина, 67	044525225	1991-02-25	30	3	1	3807606000	PSAC	1481/739	RU	30101810300000000606	CRSA	29	043807001	ACAC			
044030729	САНКТ-ПЕТЕРБУРГСКИЙ ФИЛИАЛ ПАО "РОСДОРБАНК"	40	191024	г	Санкт-Петербург	ул. 4-я Советская, д. 37а лит А	044525666	2010-05-12	30	3	1	4030729000	PSAC	1573/9	RU	30101810900000000729	CRSA	35	044030001	ACAC			
044030742	ФИЛИАЛ АКБ "СЛАВИЯ" (АО) В Г.САНКТ-ПЕТЕРБУРГ	40	190000	г	Санкт-Петербург	пер Гривцова, 4 лит А	044525318	2014-02-06	30	3	1	4030742000	PSAC	2664/5	RU	30101810140300000742	CRSA	51	044030001	ACAC			
041708602	ВЛАДИМИРСКОЕ ОТДЕЛЕНИЕ №8611 ПАО СБЕРБАНК	17	600015	г	Владимир	пр-т Ленина, 36	044525225	1993-07-02	30	3	1	1708602000	PSAC	1481/261	RU	30101810000000000602	CRSA	29	041708001	ACAC			
229000102	ФКУ " Войсковая часть 10199 "	29	248016	г	Калуга	ул М.Горького, 60		2008-05-23	99	1	0	2908001005	PSAC		RU	40106810200000000002	BANA	75	042908001	ACAC			
041401002	ПУ Банка России Ватутинское	14	309996	г	Валуйки	ул. Пролетарская д. 8	044525000	2022-05-20	40	3	1	1401002000	PSAC										
040053002	ПУ Банка России № 82466	00	082466			Полевая почта 82466	044525000	2022-07-27	40	3	1	0053002000	PSAC										
044525728	ООО "СПЕЦСТРОЙБАНК"	45	109004	г	Москва	ул. Александра Солженицына, д. 12, стр. 4		2015-09-04	20	3	1	4525728000	PSAC	236	RU	30101810045250000728	CRSA	84	044525000	ACAC			
044674100	УФК по Московской области	46	115114	г	Москва	ул Дербеневская, 5		2014-04-21	52	1	1	4674002002	PSAC		RU	40116810500000010004	TRSA	99	044674002	ACAC			
007162163	УФК по Ханты-Мансийскому автономному округу-Югре	71	628012	г	Ханты-Мансийск	ул Карла Маркса, 12		2021-01-05	52	3	1	7162000163	PSAC		RU	40102810245370000007	UTRA	78	047162000	ACAC			
007182108	УФК  ПО ЯМАЛО-НЕНЕЦКОМУ АВТОНОМНОМУ ОКРУГУ	71	629007	г	Салехард	ул Республики, 43		2021-01-05	52	3	1	7182000108	PSAC		RU	40102810145370000008	UTRA	72	047182000	ACAC			
011012100	УФК по Амурской области	10	675000	г	Благовещенск	ул Ленина, 108		2021-01-05	52	3	1	1012001100	PSAC		RU	40102810245370000015	UTRA	33	041012001	ACAC			
044525257	АО "РФК-банк"	45	123001	г	Москва	Вспольный переулок, дом 19		2015-09-09	20	3	1	4525257000	PSAC	3099	RU	30101810545250000257	CRSA	52	044525000	ACAC			
011909101	УФК ПО ВОЛОГОДСКОЙ ОБЛАСТИ	19	160000	г	Вологда	ул Предтеченская, 10		2021-01-05	52	3	1	1909001101	PSAC		RU	40102810445370000022	UTRA	18	041909001	ACAC			
012520101	УФК ПО ИРКУТСКОЙ ОБЛАСТИ	25	664003	г	Иркутск	ул Фурье, 1		2021-01-05	52	3	1	2520001101	PSAC		RU	40102810145370000026	UTRA	20	042520001	ACAC			
013002402	УФК по Камчатскому краю	30	683003	г	Петропавловск-Камчатский	ул. Ленинградская, 89		2021-01-05	52	3	1	3002001402	PSAC		RU	40102810945370000031	UTRA	24	043002001	ACAC			
013469126	УФК ПО КОСТРОМСКОЙ ОБЛАСТИ	34	156961	г	Кострома	ул Красноармейская, 8		2021-01-05	52	3	1	3469001126	PSAC		RU	40102810945370000034	UTRA	19	043469001	ACAC			
013510002	УФК по Республике Крым	35	295015	г	Симферополь	ул Севастопольская, 19		2021-01-05	52	3	1	3510001002	PSAC		RU	40102810645370000035	UTRA	61	043510001	ACAC			
013601205	УФК по Самарской области	36	443110	г	Самара	ул Ново-Садовая, 24 А		2021-01-05	52	3	1	3601001205	PSAC		RU	40102810545370000036	UTRA	38	043601001	ACAC			
014206212	УФК ПО ЛИПЕЦКОЙ ОБЛАСТИ	42	398050	г	Липецк	ул Интернациональная, 5		2021-01-05	52	3	1	4206001212	PSAC		RU	40102810945370000039	UTRA	23	044206001	ACAC			
014959900	УФК ПО НОВГОРОДСКОЙ ОБЛАСТИ	49	173015	г	Великий Новгород	ул Нехинская, 10		2021-01-05	52	3	1	4959001900	PSAC		RU	40102810145370000042	UTRA	17	044959001	ACAC			
017719101	УФК ПО ЧУКОТСКОМУ АВТОНОМНОМУ ОКРУГУ	77	689000	г	Анадырь	ул Мира, 10		2021-01-05	52	3	1	7719001101	PSAC		RU	40102810745370000064	UTRA	19	047719001	ACAC			
018405033	УФК  по Республике Алтай	84	649000	г	Горно-Алтайск	ул Чаптынова, 4		2021-01-05	52	3	1	8405001033	PSAC		RU	40102810045370000071	UTRA	59	048405001	ACAC			
018580010	УФК по Республике Калмыкия	85	358000	г	Элиста	ул Ленина, 242		2021-01-05	52	3	1	8580001010	PSAC		RU	40102810245370000072	UTRA	06	048580001	ACAC			
018860003	УФК по Республике Марий Эл	88	424000	г	Йошкар-Ола	ул Вознесенская, 85		2021-01-05	52	3	1	8860001003	PSAC		RU	40102810545370000075	UTRA	73	048860001	ACAC			
048142001	ОТДЕЛЕНИЕ-НБ РЕСПУБЛИКА БУРЯТИЯ БАНКА РОССИИ	81	670042	г	Улан-Удэ	проспект Строителей, здание 7	045004001	1994-01-20	12	3	1	8142001000	PSAC										
048270101	УФК по Республике Дагестан	82	367015	г	Махачкала	ул Магомеда Ярагского, 93		2015-01-27	52	3	1	8270002001	PSAC		RU	40116810082700010002	TRSA	99	048270002	ACAC			
040582101	УФК по Приморскому краю	05	690091	г	Владивосток	ул Светланская, 69		2013-02-12	52	3	1	0582002182	PSAC		RU	40116810300000010005	TRSA	99	040582002	ACAC			
043380100	УФК ПО КИРОВСКОЙ ОБЛАСТИ	33	610000	г	Киров	ул Московская, 55		2013-12-24	52	3	0	3380100000	PSAC		RU	40116810400000010008	TRSA	99	043380002	ACAC			
048880100	УФК по Республике Марий Эл	88	424000	г	Йошкар-Ола	ул Вознесенская, 85		2018-01-29	52	3	1	8880002001	PSAC		RU	40116810088800010002	TRSA	99	048880002	ACAC			
046080101	УФК по Ростовской области	60	344019	г	Ростов-на-Дону	пл Свободы, 7/2		2013-04-04	52	3	1	6080002003	PSAC		RU	40116810300000010001	TRSA	99	046080002	ACAC			
040507840	АО КБ "САММИТ БАНК"	05	690106	г	Владивосток	пр-т Красного Знамени, 3		2015-03-25	20	3	1	0507840000	PSAC	85	RU	30101810905070000840	CRSA	78	040507001	ACAC			
040507861	ПРИМОРСКИЙ РФ АО "РОССЕЛЬХОЗБАНК"	05	690091	г	Владивосток	ул. Прапорщика Комарова, д.12в	044525111	2002-04-25	30	3	1	0507861000	PSAC	3349/54	RU	30101810200000000861	CRSA	38	040507001	ACAC			
049205844	ООО КБЭР "Банк Казани"	92	420066	г	Казань	ул Солдатская, 1		1997-04-07	20	5	1	9205844000	PSAC	708	RU	30101810100000000844	CRSA	73	049205001	ACAC	BANK OF KAZAN, KBER, OOO	KABORU2KXXX	1
043601978	САМАРСКИЙ РФ АО "РОССЕЛЬХОЗБАНК"	36	443011	г	Самара	улица Ново-Садовая, дом 207	044525111	2000-11-01	30	3	1	3601978000	PSAC	3349/13	RU	30101810900000000978	CRSA	55	043601001	ACAC			
046015718	МКБ "Дон-Тексбанк" ООО	60	346500	г	Шахты	проспект Красной Армии, д. 140		2023-11-08	20	3	1	6015718000	PSAC	1818	RU	30101810145376015718	CRSA	66	046015001	ACAC			
046015336	ФМКБ "Дон-Тексбанк" ООО в г. Новошахтинске	60	346918	г	Новошахтинск	улица Садовая, д. 30	046015718	2023-11-09	30	3	1	6015336000	PSAC	1818/2	RU	30101810145376015336	CRSA	09	046015001	ACAC			
040507883	ДАЛЬНЕВОСТОЧНЫЙ ФИЛИАЛ АО "БАНК ИНТЕЗА"	05	690106	г	Владивосток	пр. Океанский, д 48А	044525922	2015-10-21	30	3	1	0507883000	PSAC	2216/10	RU	30101810205070000883	CRSA	81	040507001	ACAC			
040507900	ПРИМОРСКИЙ ФИЛИАЛ АКБ "БЭНК ОФ ЧАЙНА" (АО)	05	690003	г	Владивосток	ул Верхнепортовая, 44 А	044525213	2015-10-21	30	3	1	0507900000	PSAC	2309/2	RU	30101810405070000900	CRSA	86	040507001	ACAC			
044206756	ЛИПЕЦКИЙ РФ АО "РОССЕЛЬХОЗБАНК"	42	398046	г	Липецк	ул Водопьянова, 17 А	044525111	2001-01-15	30	3	1	4206756000	PSAC	3349/24	RU	30101810800000000756	CRSA	18	044206001	ACAC			
046577904	ПАО "Контур.Банк"	65	620014	г	Екатеринбург	ул 8 Марта, 13		1994-12-30	20	5	1	6577904000	PSAC	3161	RU	30101810500000000904	CRSA	58	046577001	ACAC			
046577881	ПАО "МЕТКОМБАНК"	65	623406	г	Каменск-Уральский	ул Октябрьская, 36		2009-05-28	20	5	1	6577881000	PSAC	2443	RU	30101810500000000881	CRSA	34	046577001	ACAC			
040507717	ООО "Примтеркомбанк"	05	690091	г	Владивосток	ул Семёновская, 6 Г		2012-01-10	20	3	1	0507717000	PSAC	21	RU	30101810600000000717	CRSA	90	040507001	ACAC	"Primorsky territorial commercial bank, (Society with limited liability)"; "Primtercombank"	PTCBRU8VXXX	1
042406608	Ивановское отделение №8639 ПАО Сбербанк	24	153009	г	Иваново	ул Лежневская, 159	044525225	1995-09-13	30	3	1	2406608000	PSAC	1481/412	RU	30101810000000000608	CRSA	53	042406001	ACAC			
042406701	АО КИБ "ЕВРОАЛЬЯНС"	24	153000	г	Иваново	улица Станко, дом 13		1992-05-06	20	3	1	2406701000	PSAC	1781	RU	30101810800000000701	CRSA	78	042406001	ACAC			
043601842	АО КБ "НИБ"	36	443010	г	Самара	ул. Фрунзе/ул. Некрасовская, д.102/д.36		2017-06-27	20	3	1	3601842000	PSAC	2876	RU	30101810522023601842	CRSA	71	043601001	ACAC			
048952615	МОРДОВСКОЕ ОТДЕЛЕНИЕ N8589 ПАО СБЕРБАНК	89	430005	г	Саранск	ул Большевистская, 30	044525225	1991-02-12	30	3	1	8952615000	PSAC	1481/853	RU	30101810100000000615	CRSA	34	048952001	ACAC			
047102870	ТФ АО БАНК "СНГБ"	71	625002	г	Тюмень	ул Сакко, 11	047144709	1999-12-02	30	3	1	7102870000	PSAC	588/4	RU	30101810500000000870	CRSA	41	047102001	ACAC	Joint Stock Company Surgutneftegasbank (JSC BANK SNGB)	SGUBRU5S053	1
042406718	АО БАНК НБС	24	153000	г	Иваново	улица Палехская, дом 2		1992-07-21	20	3	1	2406718000	PSAC	1949	RU	30101810000000000718	CRSA	75	042406001	ACAC			
048952750	МОРДОВСКИЙ РФ АО "РОССЕЛЬХОЗБАНК"	89	430005	г	Саранск	ул Советская, 47 А	044525111	2001-01-29	30	3	1	8952750000	PSAC	3349/20	RU	30101810900000000750	CRSA	48	048952001	ACAC			
046577993	ООО КБ "УРАЛФИНАНС"	65	620133	г	Екатеринбург	ул Кузнечная, 83		2002-04-12	20	5	1	6577993000	PSAC	1370	RU	30101810100000000993	CRSA	92	046577001	ACAC			
041403838	БЕЛГОРОДСКИЙ Ф-Л ПАО АКБ "МЕТАЛЛИНВЕСТБАНК"	14	308000	г	Белгород	Народный б-р, 79	044525176	2013-07-11	30	3	1	1403838000	PSAC	2440/8	RU	30101810014030000838	CRSA	44	041403001	ACAC			
046577971	ЕКАТЕРИНБУРГСКИЙ ФИЛИАЛ АО ЮНИКРЕДИТ БАНКА	65	620027	г	Екатеринбург	ул Н. Никонова, 4	044525545	2006-10-16	30	3	1	6577971000	PSAC	1/8	RU	30101810300000000971	CRSA	31	046577001	ACAC			
048602673	КАРЕЛЬСКОЕ ОТДЕЛЕНИЕ N8628 ПАО СБЕРБАНК	86	185035	г	Петрозаводск	ул Антикайнена, 2	044525225	1991-01-03	30	3	1	8602673000	PSAC	1481/512	RU	30101810600000000673	CRSA	37	048602001	ACAC			
045004784	НОВОСИБИРСКИЙ РФ АО "РОССЕЛЬХОЗБАНК"	50	630007	г	Новосибирск	ул Фабричная, 13	044525111	2001-03-12	30	3	1	5004784000	PSAC	3349/25	RU	30101810700000000784	CRSA	88	045004001	ACAC			
047501906	АО "УРАЛПРОМБАНК"	75	454090	г	Челябинск	ул Свободы, 97		1994-08-10	20	5	1	7501906000	PSAC	2964	RU	30101810600000000906	CRSA	04	047501001	ACAC			
045004832	РНКО "ПЛАТЕЖНЫЙ ЦЕНТР" (ООО)	50	630102	г	Новосибирск	ул  Кирова, 86		2014-10-16	20	5	1	5004832000	PSAC	3166-К	RU	30214810350040000832	BANA	53	045004001	ACAC	Credit Union "Payment Center" Ltd	CUPCRU55	1
049706609	ЧУВАШСКОЕ ОТДЕЛЕНИЕ N8613 ПАО СБЕРБАНК	97	428032	г	Чебоксары	Московский пр-т, 3	044525225	1991-04-05	30	3	1	9706609000	PSAC	1481/1747	RU	30101810300000000609	CRSA	08	049706001	ACAC			
049706752	ЧУВАШСКИЙ РФ АО "РОССЕЛЬХОЗБАНК"	97	428032	г	Чебоксары	Президентский б-р, 31	044525111	2000-10-18	30	3	1	9706752000	PSAC	3349/11	RU	30101810600000000752	CRSA	39	049706001	ACAC			
044030790	ПАО "БАНК "САНКТ-ПЕТЕРБУРГ"	40	195112	г	Санкт-Петербург	Малоохтинский пр-т, 64 лит А		1997-12-31	20	5	1	4030790000	PSAC	436	RU	30101810900000000790	CRSA	86	044030001	ACAC	"Bank "Saint-Petersburg" Public Joint-Stock Company	JSBSRU2PXXX	1
044030820	САНКТ-ПЕТЕРБУРГСКИЙ БАНК ИНВЕСТИЦИЙ (АО)	40	197101	г	Санкт-Петербург	ул. Большая Монетная, д. 16, корпус 30, литер А		2007-04-03	20	3	1	4030820000	PSAC	3468	RU	30101810100000000820	CRSA	08	044030001	ACAC			
043304705	ФИЛИАЛ БАНКА ВТБ (ПАО) В Г. КИРОВЕ	33	610005	г	Киров	ул Мопра, 113 А	044525187	2011-04-08	30	3	1	3304705000	PSAC	1000/67	RU	30101810200000000705	CRSA	07	043304001	ACAC			
044030858	ПЕТЕРБУРГСКИЙ ФИЛИАЛ АО ЮНИКРЕДИТ БАНКА	40	191025	г	Санкт-Петербург	наб р.Фонтанки, 48/2	044525545	1997-12-31	30	3	1	4030858000	PSAC	1/1	RU	30101810800000000858	CRSA	60	044030001	ACAC	Petersburg Branch of AO UniCredit Bank	IMBKRUMMPET	1
044030852	АО БАНК "ПСКБ"	40	191123	г	Санкт-Петербург	ул. Шпалерная, д. 42, литера А		1997-12-31	20	5	1	4030852000	PSAC	2551	RU	30101810000000000852	CRSA	33	044030001	ACAC	Joint-stock company "Petersburg social commercial bank"	PSOCRU2PXXX	1
047501982	ЧЕЛЯБИНСКИЙ ФИЛИАЛ АО ЮНИКРЕДИТ БАНКА	75	454091	г	Челябинск	ул Карла Маркса, 38	044525545	2004-10-18	30	3	1	7501982000	PSAC	1/3	RU	30101810200000000982	CRSA	16	047501001	ACAC			
043304757	АО "ПЕРВЫЙ ДОРТРАНСБАНК"	33	610001	г	Киров	Комсомольская, 12А		1997-06-04	20	5	1	3304757000	PSAC	3271	RU	30101810300000000757	CRSA	57	043304001	ACAC			
044030826	АО БАНК "ОБЪЕДИНЕННЫЙ КАПИТАЛ"	40	195220	г	Санкт-Петербург	ул. Гжатская, д.21, кор.2, лит.А		1997-12-31	20	5	1	4030826000	PSAC	2611	RU	30101810900000000826	CRSA	35	044030001	ACAC	Joint-Stock Company Bank "United capital"	UNCLRU2P	1
043304787	КИРОВСКИЙ РФ АО "РОССЕЛЬХОЗБАНК"	33	610017	г	Киров	ул Горького, 5	044525111	2001-01-22	30	3	1	3304787000	PSAC	3349/22	RU	30101810600000000787	CRSA	46	043304001	ACAC			
041708772	ВЛАДИМИРСКИЙ РФ АО "РОССЕЛЬХОЗБАНК"	17	600000	г	Владимир	ул Б. Московская, 1 Б	044525111	2001-09-27	30	3	1	1708772000	PSAC	3349/41	RU	30101810600000000772	CRSA	29	041708001	ACAC			
041480002	ПУ БАНКА РОССИИ ЛЕНИНСКОЕ	14	309372	г	Белгород-22	ул. Ленина, д. 6	044525000	1994-01-20	40	3	1	1480002000	PSAC										
044525247	МП Банк (ООО)	45	121069	г	Москва	ул. Поварская, дом 23, строение 4		1998-03-25	20	5	1	4525247000	PSAC	3224	RU	30101810200000000247	CRSA	42	044525000	ACAC	SKS BANK, LLC, MOSCOW	SKSBRUMMXXX	1
100070032	ООО НБКО "Васл"	00	734064	город	Душанбе	ул. М. Назаршоева, 80		2023-12-22	71	6	0	1000000032	PSAC		TJ								
044525808	ООО "КЭБ ЭйчЭнБи Банк"	45	123112	г	Москва	ул. Тестовская, д. 10		2014-07-15	20	5	1	4525808000	PSAC	3525	RU	30101810500000000808	CRSA	79	044525000	ACAC	KEB HNB RUS LLC	KOEXRUMM	1
044525303	ООО НКО "ПэйПал РУ"	45	125047	г	Москва	ул. Бутырский Вал, д. 10		2013-06-11	20	3	0	4525303000	PSAC	3517-К	RU	30103810100000000303	CRSA	28	044525000	ACAC			
044525299	ООО "НКО "Вестерн Юнион ДП Восток"	45	125171	г	Москва	Ленинградское шоссе д. 16 А, строение 1		1999-12-10	20	3	1	4525299000	PSAC	2726-С	RU	30103810900000000299	CRSA	53	044525000	ACAC	NCO WESTERN UNION MT EAST, LTD	WUMTRUMMXXX	1
044525636	КУ ОАО МКБ "ЗАМОСКВОРЕЦКИЙ" - ГК "АСВ"	45	109240	г	Москва	ул Высоцкого, 4		2016-05-12	90	1	0	4525636000	PSAC	1640	RU	30101810645250000636	CRSA	51	044525000	ACAC			
